09.12.2024 01:43:07
Scoring: RSE
Best score: -0.09917383823501531
best params: OrderedDict({'model__boot_type': True, 'model__max_depth': 40, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 70})
3        {'model__boot_type': False, 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_split': 19, 'model__nb_samples': 0.2, 'model__nb_trees': 30}        -0.215760        0.016298               47
4       {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': 'sqrt', 'model__min_samples_split': 14, 'model__nb_samples': 0.3, 'model__nb_trees': 90}        -0.224456        0.020942               48
37     {'model__boot_type': False, 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_split': 16, 'model__nb_samples': 0.2, 'model__nb_trees': 70}        -0.277257        0.020021               49
49    {'model__boot_type': False, 'model__max_depth': 100, 'model__max_features': 'sqrt', 'model__min_samples_split': 16, 'model__nb_samples': 0.2, 'model__nb_trees': 90}        -0.278476        0.020497               50


Scoring: MSE
Best score: -27.31589428952749
best params: OrderedDict({'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 300})
CV results:
                                                                                                                                                                     params  mean_test_score  std_test_score  rank_test_score
41         {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 300}       -27.315894        2.993051                1
32         {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 300}       -27.316022        2.992993                2
31         {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 300}       -27.316022        2.992993                2
29         {'model__boot_type': True, 'model__max_depth': 40, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 300}       -27.316022        2.992993                2
46          {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 60}       -27.368451        2.909559                5
42          {'model__boot_type': True, 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 60}       -27.368451        2.909559                5
23         {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 300}       -27.714025        3.176524                7
40         {'model__boot_type': True, 'model__max_depth': 70, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 300}       -27.714354        3.176297                8
22         {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 300}       -27.714354        3.176297                8
34         {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 300}       -27.714354        3.176297                8
27       {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 'Full', 'model__nb_trees': 30}       -27.811041        3.624202               11
25    {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': 'log2', 'model__min_samples_split': 2, 'model__nb_samples': 'Full', 'model__nb_trees': 200}       -27.812927        4.323058               12
11          {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 30}       -27.945811        2.947498               13
37          {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 30}       -27.945811        2.947498               13
18          {'model__boot_type': True, 'model__max_depth': 40, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 30}       -27.945811        2.947498               13
10          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 30}       -27.945825        2.947475               16
26      {'model__boot_type': True, 'model__max_depth': 10, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 'Full', 'model__nb_trees': 200}       -28.054065        3.147700               17
48          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 50}       -28.768631        3.762133               18
47          {'model__boot_type': True, 'model__max_depth': 40, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 50}       -28.769422        3.761671               19
28          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 30}       -29.327535        4.176355               20
30          {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 30}       -29.328819        4.175699               21
44       {'model__boot_type': True, 'model__max_depth': 10, 'model__max_features': None, 'model__min_samples_split': 8, 'model__nb_samples': 'Full', 'model__nb_trees': 30}       -29.378897        3.646013               22
14          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.7, 'model__nb_trees': 30}       -29.482127        3.577449               23
39          {'model__boot_type': True, 'model__max_depth': 70, 'model__max_features': None, 'model__min_samples_split': 6, 'model__nb_samples': 0.6, 'model__nb_trees': 60}       -30.244806        3.437423               24
38          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 20}       -30.273728        4.394948               25
21        {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': 'log2', 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 30}       -30.713515        4.747421               26
35          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.6, 'model__nb_trees': 20}       -30.820370        3.941757               27
43        {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': 'log2', 'model__min_samples_split': 2, 'model__nb_samples': 0.8, 'model__nb_trees': 30}       -31.265828        5.087115               28
12         {'model__boot_type': False, 'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 30}       -31.674156        4.164723               29
6     {'model__boot_type': True, 'model__max_depth': 50, 'model__max_features': 'sqrt', 'model__min_samples_split': 3, 'model__nb_samples': 'Full', 'model__nb_trees': 200}       -32.613227        5.591965               30
8          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 16, 'model__nb_samples': 0.9, 'model__nb_trees': 30}       -32.648921        3.628795               31
0         {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': None, 'model__min_samples_split': 17, 'model__nb_samples': 0.8, 'model__nb_trees': 300}       -33.207234        3.657377               32
13        {'model__boot_type': True, 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_split': 2, 'model__nb_samples': 0.9, 'model__nb_trees': 10}       -33.821780        4.560297               33
49       {'model__boot_type': False, 'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_split': 3, 'model__nb_samples': 0.8, 'model__nb_trees': 90}       -33.940436        5.182397               34
7        {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': 'log2', 'model__min_samples_split': 9, 'model__nb_samples': 0.7, 'model__nb_trees': 150}       -34.332942        5.012016               35
9         {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 20, 'model__nb_samples': 0.8, 'model__nb_trees': 300}       -34.603275        3.841459               36
20          {'model__boot_type': True, 'model__max_depth': 10, 'model__max_features': None, 'model__min_samples_split': 4, 'model__nb_samples': 0.4, 'model__nb_trees': 30}       -34.615531        4.189889               37
33          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.5, 'model__nb_trees': 10}       -35.758156        4.690626               38
36      {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': 'log2', 'model__min_samples_split': 12, 'model__nb_samples': 0.6, 'model__nb_trees': 300}       -38.067578        5.293074               39
45     {'model__boot_type': False, 'model__max_depth': 100, 'model__max_features': 'sqrt', 'model__min_samples_split': 11, 'model__nb_samples': 0.9, 'model__nb_trees': 10}       -38.463361        6.009547               40
15  {'model__boot_type': False, 'model__max_depth': 40, 'model__max_features': 'sqrt', 'model__min_samples_split': 20, 'model__nb_samples': 'Full', 'model__nb_trees': 100}       -41.071519        6.091486               41
1        {'model__boot_type': True, 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_split': 20, 'model__nb_samples': 0.7, 'model__nb_trees': 70}       -42.015948        5.951326               42
5      {'model__boot_type': False, 'model__max_depth': 50, 'model__max_features': 'log2', 'model__min_samples_split': 11, 'model__nb_samples': 0.3, 'model__nb_trees': 200}       -48.067927        7.181516               43
2          {'model__boot_type': True, 'model__max_depth': 80, 'model__max_features': None, 'model__min_samples_split': 17, 'model__nb_samples': 0.2, 'model__nb_trees': 80}       -55.561271        8.234959               44
17      {'model__boot_type': False, 'model__max_depth': -1, 'model__max_features': 'sqrt', 'model__min_samples_split': 16, 'model__nb_samples': 0.4, 'model__nb_trees': 40}       -58.416866        9.494371               45
3         {'model__boot_type': False, 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_split': 19, 'model__nb_samples': 0.2, 'model__nb_trees': 30}       -60.075760        8.759537               46
4        {'model__boot_type': True, 'model__max_depth': 90, 'model__max_features': 'sqrt', 'model__min_samples_split': 14, 'model__nb_samples': 0.3, 'model__nb_trees': 90}       -62.696688       11.021126               47
16          {'model__boot_type': True, 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_split': 2, 'model__nb_samples': 0.1, 'model__nb_trees': 10}       -63.053019        9.403589               48
19        {'model__boot_type': False, 'model__max_depth': 50, 'model__max_features': None, 'model__min_samples_split': 16, 'model__nb_samples': 0.1, 'model__nb_trees': 40}       -73.889437       10.030666               49
24        {'model__boot_type': True, 'model__max_depth': -1, 'model__max_features': 'sqrt', 'model__min_samples_split': 5, 'model__nb_samples': 0.1, 'model__nb_trees': 60}       -79.207569       13.144819               50


